NM_MUNICIPIO,DS_CARGO,DT_ELEICAO,NM_URNA_CANDIDATO,NM_PARTIDO,SG_PARTIDO,QT_VOTOS_NOMINAIS
MAZAGÃO,Vereador,06/10/2024,HELIVALDO FERREIRA,União Brasil,UNIÃO,159
MAZAGÃO,Vereador,06/10/2024,CORONEL MÁRIO FLÁVIO,União Brasil,UNIÃO,253
MAZAGÃO,Vereador,06/10/2024,PROFESSORA LÚCIA,União Brasil,UNIÃO,169
MAZAGÃO,Vereador,06/10/2024,GEOVANIA LUZ,União Brasil,UNIÃO,9
MAZAGÃO,Vereador,06/10/2024,ROSITO MORAIS,Partido Social Democrático,PSD,348
MAZAGÃO,Vereador,06/10/2024,NETO MAZAGÃO,Partido Social Democrático,PSD,53
MAZAGÃO,Vereador,06/10/2024,FERNANDO DO BOMBEIRO,Partido Social Democrático,PSD,84
MAZAGÃO,Vereador,06/10/2024,MARY ROSA,Partido Social Democrático,PSD,13
MAZAGÃO,Vereador,06/10/2024,ODILEIA,Partido Social Democrático,PSD,8
MAZAGÃO,Vereador,06/10/2024,OZEAS BARBOSA,Partido Social Democrático,PSD,315
MAZAGÃO,Vereador,06/10/2024,VALERIA DO RECANTO,Partido Social Democrático,PSD,27
MAZAGÃO,Vereador,06/10/2024,ANTONIO CARLOS,Partido Social Democrático,PSD,52
MAZAGÃO,Vereador,06/10/2024,EDSON COSTA,Partido Social Democrático,PSD,130
MAZAGÃO,Vereador,06/10/2024,ARLEY RAFAEL,Partido Social Democrático,PSD,323
MAZAGÃO,Vereador,06/10/2024,CLAUDIA,Partido Social Democrático,PSD,109
MAZAGÃO,Vereador,06/10/2024,PEDRO MAFRA,Solidariedade,SOLIDARIEDADE,617
MAZAGÃO,Vereador,06/10/2024,PROFESSORA LUCIMAR TRINDADE,Solidariedade,SOLIDARIEDADE,554
MAZAGÃO,Vereador,06/10/2024,VALCI CRUZ,Solidariedade,SOLIDARIEDADE,119
MAZAGÃO,Vereador,06/10/2024,SILMARA SENA,Solidariedade,SOLIDARIEDADE,13
MAZAGÃO,Vereador,06/10/2024,ALONCÍO FARIAS,Solidariedade,SOLIDARIEDADE,514
MAZAGÃO,Vereador,06/10/2024,MARCIO AYRES DA EDUCAÇÃO,Solidariedade,SOLIDARIEDADE,314
MAZAGÃO,Vereador,06/10/2024,ANA PAULA FERREIRA,Solidariedade,SOLIDARIEDADE,15
MAZAGÃO,Vereador,06/10/2024,PROFESSOR LACERDA,Solidariedade,SOLIDARIEDADE,517
MAZAGÃO,Vereador,06/10/2024,EDIELSON CRUZ,Solidariedade,SOLIDARIEDADE,137
OIAPOQUE,Vereador,06/10/2024,BRUNO DO AREAL,Solidariedade,SOLIDARIEDADE,542
OIAPOQUE,Vereador,06/10/2024,MARQUES MOTOTAXI,Solidariedade,SOLIDARIEDADE,421
OIAPOQUE,Vereador,06/10/2024,JUNIOR DO MATEUS,Solidariedade,SOLIDARIEDADE,458
OIAPOQUE,Vereador,06/10/2024,PROFESSORA EDILEUZA,Solidariedade,SOLIDARIEDADE,67
OIAPOQUE,Vereador,06/10/2024,PROFESSOR XAVIER,Solidariedade,SOLIDARIEDADE,161
OIAPOQUE,Vereador,06/10/2024,CACIQUE IAPARRA,Solidariedade,SOLIDARIEDADE,197
OIAPOQUE,Vereador,06/10/2024,PASTOR DAVI,Solidariedade,SOLIDARIEDADE,279
OIAPOQUE,Vereador,06/10/2024,LOURA BELO MONTE,Solidariedade,SOLIDARIEDADE,85
OIAPOQUE,Vereador,06/10/2024,PASTORA OZETE,Solidariedade,SOLIDARIEDADE,6
OIAPOQUE,Vereador,06/10/2024,FABINHO BIANA,Solidariedade,SOLIDARIEDADE,130
OIAPOQUE,Vereador,06/10/2024,IRMÃ CREUSA,Solidariedade,SOLIDARIEDADE,229
OIAPOQUE,Vereador,06/10/2024,JOAQUIM DA FARMACIA,Solidariedade,SOLIDARIEDADE,269
FERREIRA GOMES,Prefeito,06/10/2024,PROFESSOR GIRO,Partido dos Trabalhadores,PT,4
FERREIRA GOMES,Prefeito,06/10/2024,PROFESSORA LUCIENE CAMPOS,Partido Renovação Democrática,PRD,530
FERREIRA GOMES,Prefeito,06/10/2024,VALDO ISACKSSON,Partido Socialista Brasileiro,PSB,2331
FERREIRA GOMES,Prefeito,06/10/2024,ALESSANDRO BRAZÃO,União Brasil,UNIÃO,2815
FERREIRA GOMES,Prefeito,06/10/2024,DINELSON ARAÚJO,Partido Social Democrático,PSD,1199
LARANJAL DO JARI,Prefeito,06/10/2024,TEDDY,União Brasil,UNIÃO,14797
LARANJAL DO JARI,Prefeito,06/10/2024,TENENTE AURIVAM,Partido Social Democrático,PSD,5838
SANTANA,Vereador,06/10/2024,CORINGA SÁ,PROGRESSISTAS,PP,675
SANTANA,Vereador,06/10/2024,JOSIVALDO RATO,Partido Democrático Trabalhista,PDT,2201
SANTANA,Vereador,06/10/2024,JOSINEY ALVES,Partido Democrático Trabalhista,PDT,1421
SANTANA,Vereador,06/10/2024,NAILSON VALENTE,Partido Democrático Trabalhista,PDT,1155
SANTANA,Vereador,06/10/2024,LUCIVALDO COSTA,Partido Democrático Trabalhista,PDT,68
SANTANA,Vereador,06/10/2024,ZILMA CEZAR,Partido Democrático Trabalhista,PDT,28
SANTANA,Vereador,06/10/2024,ASTENGO KATRIEL,Partido Democrático Trabalhista,PDT,110
SANTANA,Vereador,06/10/2024,EDIANE SANTANA,Partido Democrático Trabalhista,PDT,754
SANTANA,Vereador,06/10/2024,FERNANDO GAMA,Partido Democrático Trabalhista,PDT,34
SANTANA,Vereador,06/10/2024,PABLO BRAGA,Partido Democrático Trabalhista,PDT,481
SANTANA,Vereador,06/10/2024,ELANE OLIVEIRA,Partido Democrático Trabalhista,PDT,53
SANTANA,Vereador,06/10/2024,NALTON GUIMARÃES,Partido Democrático Trabalhista,PDT,32
SANTANA,Vereador,06/10/2024,PROFESSOR ROBSON,Partido Democrático Trabalhista,PDT,1154
SANTANA,Vereador,06/10/2024,TIAGO MOREIRA,Partido Democrático Trabalhista,PDT,283
SANTANA,Vereador,06/10/2024,DJANIRA FERREIRA,Partido Democrático Trabalhista,PDT,44
SANTANA,Vereador,06/10/2024,BADA,Partido Democrático Trabalhista,PDT,286
SANTANA,Vereador,06/10/2024,CLAUDINHA LEITE,Partido Democrático Trabalhista,PDT,103
SANTANA,Vereador,06/10/2024,ELMA GARCIA,Movimento Democrático Brasileiro,MDB,1859
SANTANA,Vereador,06/10/2024,ANGELO SANTOS,Movimento Democrático Brasileiro,MDB,1261
SANTANA,Vereador,06/10/2024,PROFESSORA NILDA,Movimento Democrático Brasileiro,MDB,46
SANTANA,Vereador,06/10/2024,JANEI CARDOSO,Movimento Democrático Brasileiro,MDB,113
SANTANA,Vereador,06/10/2024,ERIVELTON  LOPES,Movimento Democrático Brasileiro,MDB,82
SANTANA,Vereador,06/10/2024,PRISCILA  VALE,Movimento Democrático Brasileiro,MDB,696
SANTANA,Vereador,06/10/2024,CHICO PAPEL,Movimento Democrático Brasileiro,MDB,1204
SANTANA,Vereador,06/10/2024,DR. LUIZ OTÁVIO,Movimento Democrático Brasileiro,MDB,883
SANTANA,Vereador,06/10/2024,MISSIONÁRIA NEVES,Movimento Democrático Brasileiro,MDB,53
SANTANA,Vereador,06/10/2024,PROF DIANA CASTELO,Movimento Democrático Brasileiro,MDB,1093
SANTANA,Vereador,06/10/2024,ALAILSON SILVA,Movimento Democrático Brasileiro,MDB,28
SANTANA,Vereador,06/10/2024,PROFESSOR LAZAMÉ,Podemos,PODE,83
SANTANA,Vereador,06/10/2024,DIOLENO,Podemos,PODE,100
SANTANA,Vereador,06/10/2024,PAULINHO DO CINEMA,Podemos,PODE,8
SANTANA,Vereador,06/10/2024,CRIS MONTEIRO,Podemos,PODE,14
SANTANA,Vereador,06/10/2024,ISAIAS SILVA,Podemos,PODE,14
SANTANA,Vereador,06/10/2024,PROFESSORA ERICA GOMES,Podemos,PODE,18
SANTANA,Vereador,06/10/2024,PASTOR ROBSON COIÊ,Podemos,PODE,79
SANTANA,Vereador,06/10/2024,NEY BORGES,Podemos,PODE,26
SANTANA,Vereador,06/10/2024,KEILANI,Podemos,PODE,16
SANTANA,Vereador,06/10/2024,ADRIANO PINHEIRO,Podemos,PODE,45
SANTANA,Vereador,06/10/2024,RANDERSON SIMPLICIO,Podemos,PODE,94
CUTIAS,Vereador,06/10/2024,CAUBI COELHO,Partido Social Democrático,PSD,12
CUTIAS,Vereador,06/10/2024,RICHEL,Partido Social Democrático,PSD,160
CUTIAS,Vereador,06/10/2024,GENIVAL LACERDA,Partido Social Democrático,PSD,80
CUTIAS,Vereador,06/10/2024,HORTÊNCIA MIRA,Partido Social Democrático,PSD,285
CUTIAS,Vereador,06/10/2024,DINGO,Partido Social Democrático,PSD,79
CUTIAS,Vereador,06/10/2024,ALDERIZA DA SAÚDE,Partido Social Democrático,PSD,33
PEDRA BRANCA DO AMAPARI,Prefeito,06/10/2024,IRMÃO WILSON,Partido Renovação Democrática,PRD,2437
PEDRA BRANCA DO AMAPARI,Prefeito,06/10/2024,MARCELO PANTOJA,União Brasil,UNIÃO,5852
