NM_MUNICIPIO,DS_CARGO,DT_ELEICAO,NM_URNA_CANDIDATO,NM_PARTIDO,SG_PARTIDO,QT_VOTOS_NOMINAIS
MACAPÁ,Vereador,06/10/2024,PATRICK MONTE,Movimento Democrático Brasileiro,MDB,2194
MACAPÁ,Vereador,06/10/2024,PATRICK MONTE,Movimento Democrático Brasileiro,MDB,1176
MACAPÁ,Vereador,06/10/2024,MAGNO COSTA,Movimento Democrático Brasileiro,MDB,93
MACAPÁ,Vereador,06/10/2024,MAGNO COSTA,Movimento Democrático Brasileiro,MDB,357
MACAPÁ,Vereador,06/10/2024,COSTA FILHO OLHO VIVO,Movimento Democrático Brasileiro,MDB,192
MACAPÁ,Vereador,06/10/2024,COSTA FILHO OLHO VIVO,Movimento Democrático Brasileiro,MDB,192
MACAPÁ,Vereador,06/10/2024,DIEGO DUARTE,Movimento Democrático Brasileiro,MDB,760
MACAPÁ,Vereador,06/10/2024,DIEGO DUARTE,Movimento Democrático Brasileiro,MDB,438
MACAPÁ,Vereador,06/10/2024,ARANHA,Movimento Democrático Brasileiro,MDB,832
MACAPÁ,Vereador,06/10/2024,ARANHA,Movimento Democrático Brasileiro,MDB,651
MACAPÁ,Vereador,06/10/2024,GABY SANTA ROSA,Movimento Democrático Brasileiro,MDB,127
MACAPÁ,Vereador,06/10/2024,GABY SANTA ROSA,Movimento Democrático Brasileiro,MDB,30
MACAPÁ,Vereador,06/10/2024,JAQUE BASTOS,Movimento Democrático Brasileiro,MDB,153
MACAPÁ,Vereador,06/10/2024,JAQUE BASTOS,Movimento Democrático Brasileiro,MDB,143
MACAPÁ,Vereador,06/10/2024,JACKSON AMARAL,Movimento Democrático Brasileiro,MDB,358
MACAPÁ,Vereador,06/10/2024,JACKSON AMARAL,Movimento Democrático Brasileiro,MDB,143
MACAPÁ,Vereador,06/10/2024,DUDU BARBOSA,Movimento Democrático Brasileiro,MDB,1751
MACAPÁ,Vereador,06/10/2024,DUDU BARBOSA,Movimento Democrático Brasileiro,MDB,1118
MACAPÁ,Vereador,06/10/2024,PAULO CAMPELO,Movimento Democrático Brasileiro,MDB,237
MACAPÁ,Vereador,06/10/2024,PAULO CAMPELO,Movimento Democrático Brasileiro,MDB,288
MACAPÁ,Vereador,06/10/2024,TRACK,Movimento Democrático Brasileiro,MDB,102
MACAPÁ,Vereador,06/10/2024,TRACK,Movimento Democrático Brasileiro,MDB,48
MACAPÁ,Vereador,06/10/2024,ANAB,Movimento Democrático Brasileiro,MDB,628
MACAPÁ,Vereador,06/10/2024,ANAB,Movimento Democrático Brasileiro,MDB,689
MACAPÁ,Vereador,06/10/2024,NETE CARDOSO MOVIMENTO POPULAR,Movimento Democrático Brasileiro,MDB,107
OIAPOQUE,Vereador,06/10/2024,XANDÃO SILVA,Partido Democrático Trabalhista,PDT,60
OIAPOQUE,Vereador,06/10/2024,RATO DO BAR,Partido Democrático Trabalhista,PDT,185
OIAPOQUE,Vereador,06/10/2024,ANNA CASTRO,Partido Democrático Trabalhista,PDT,7
OIAPOQUE,Vereador,06/10/2024,D. UMBELINA,Partido Democrático Trabalhista,PDT,61
OIAPOQUE,Vereador,06/10/2024,EDILSON INSTRUTOR,Partido Democrático Trabalhista,PDT,17
OIAPOQUE,Vereador,06/10/2024,CACIQUE JARDELAN,Partido Democrático Trabalhista,PDT,58
OIAPOQUE,Vereador,06/10/2024,THIAGO SÁ,Partido Democrático Trabalhista,PDT,47
OIAPOQUE,Vereador,06/10/2024,GIRICO CATRAIERO,Partido Democrático Trabalhista,PDT,73
OIAPOQUE,Vereador,06/10/2024,DRA HELENA,Partido Democrático Trabalhista,PDT,59
OIAPOQUE,Vereador,06/10/2024,PENINHA TAXISTA,Partido Democrático Trabalhista,PDT,119
OIAPOQUE,Vereador,06/10/2024,ELIDIA,Partido Democrático Trabalhista,PDT,13
OIAPOQUE,Vereador,06/10/2024,PERUANO DA INTERNET,Partido Democrático Trabalhista,PDT,63
OIAPOQUE,Vereador,06/10/2024,ADRIANO DO ESPORTE,Movimento Democrático Brasileiro,MDB,129
OIAPOQUE,Vereador,06/10/2024,HUMBERTO CONTADOR,Movimento Democrático Brasileiro,MDB,215
OIAPOQUE,Vereador,06/10/2024,SENA DA DINAMICA,Movimento Democrático Brasileiro,MDB,235
OIAPOQUE,Vereador,06/10/2024,JULIANA VIEIRA,Movimento Democrático Brasileiro,MDB,47
OIAPOQUE,Vereador,06/10/2024,RODRIGO DIGÃO,Movimento Democrático Brasileiro,MDB,42
OIAPOQUE,Vereador,06/10/2024,ELINEI AZEVEDO,Movimento Democrático Brasileiro,MDB,145
OIAPOQUE,Vereador,06/10/2024,JUNIOR MAUES,Movimento Democrático Brasileiro,MDB,82
OIAPOQUE,Vereador,06/10/2024,PROFESSORA IRANILDA,Movimento Democrático Brasileiro,MDB,58
OIAPOQUE,Vereador,06/10/2024,PASTOR NAVEGANTES,Movimento Democrático Brasileiro,MDB,76
OIAPOQUE,Vereador,06/10/2024,LILMA CAMPOS,Movimento Democrático Brasileiro,MDB,103
OIAPOQUE,Vereador,06/10/2024,JAKTAN DE VILA VITÓRIA,Podemos,PODE,21
OIAPOQUE,Vereador,06/10/2024,PASTOR MOREIRA,Podemos,PODE,106
OIAPOQUE,Vereador,06/10/2024,OFICIAL RODRIGO KLEINLEIN,Podemos,PODE,8
OIAPOQUE,Vereador,06/10/2024,AMANDA MMA,Podemos,PODE,2
OIAPOQUE,Vereador,06/10/2024,JONAS ARRAIA,Podemos,PODE,230
OIAPOQUE,Vereador,06/10/2024,LUCIA MOTOTAXI,Podemos,PODE,13
OIAPOQUE,Vereador,06/10/2024,CHARLES DO AREAL,Podemos,PODE,10
OIAPOQUE,Vereador,06/10/2024,SERRA HOTEL PARIS,Podemos,PODE,0
OIAPOQUE,Vereador,06/10/2024,JUREMA,Podemos,PODE,8
OIAPOQUE,Vereador,06/10/2024,REUBER DA CIVIL,Podemos,PODE,23
OIAPOQUE,Vereador,06/10/2024,UESLEI TELES,Partido Liberal,PL,620
OIAPOQUE,Vereador,06/10/2024,FERNANDO ANIKÁ,Partido Liberal,PL,418
OIAPOQUE,Vereador,06/10/2024,RAMON,Partido Liberal,PL,525
OIAPOQUE,Vereador,06/10/2024,SILVIA DANTAS,Partido Liberal,PL,8
OIAPOQUE,Vereador,06/10/2024,TENENTE GLAUBER,Partido Liberal,PL,22
OIAPOQUE,Vereador,06/10/2024,DIANA PINHEIRO,Partido Liberal,PL,0
OIAPOQUE,Vereador,06/10/2024,FLÁVIO MOTORISTA,Partido Liberal,PL,68
MACAPÁ,Vereador,06/10/2024,NETE CARDOSO MOVIMENTO POPULAR,Movimento Democrático Brasileiro,MDB,224
MACAPÁ,Vereador,06/10/2024,ALUIZO D CARVALHO,Movimento Democrático Brasileiro,MDB,229
MACAPÁ,Vereador,06/10/2024,ALUIZO D CARVALHO,Movimento Democrático Brasileiro,MDB,288
MACAPÁ,Vereador,06/10/2024,CESAR FARIAS,Movimento Democrático Brasileiro,MDB,100
MACAPÁ,Vereador,06/10/2024,CESAR FARIAS,Movimento Democrático Brasileiro,MDB,54
MACAPÁ,Vereador,06/10/2024,JOEVA REIS,Movimento Democrático Brasileiro,MDB,201
MACAPÁ,Vereador,06/10/2024,JOEVA REIS,Movimento Democrático Brasileiro,MDB,82
MACAPÁ,Vereador,06/10/2024,JO PEREIRA,Movimento Democrático Brasileiro,MDB,231
MACAPÁ,Vereador,06/10/2024,JO PEREIRA,Movimento Democrático Brasileiro,MDB,231
MACAPÁ,Vereador,06/10/2024,PROF MARINILZA MAGAVE,Movimento Democrático Brasileiro,MDB,114
MACAPÁ,Vereador,06/10/2024,PROF MARINILZA MAGAVE,Movimento Democrático Brasileiro,MDB,36
MACAPÁ,Vereador,06/10/2024,DR HUGO SILVA,Movimento Democrático Brasileiro,MDB,210
MACAPÁ,Vereador,06/10/2024,DR HUGO SILVA,Movimento Democrático Brasileiro,MDB,273
MACAPÁ,Vereador,06/10/2024,DEL MARABAIXO,Movimento Democrático Brasileiro,MDB,58
MACAPÁ,Vereador,06/10/2024,DEL MARABAIXO,Movimento Democrático Brasileiro,MDB,63
MACAPÁ,Vereador,06/10/2024,JEAN PATRICK,Movimento Democrático Brasileiro,MDB,634
MACAPÁ,Vereador,06/10/2024,JEAN PATRICK,Movimento Democrático Brasileiro,MDB,1331
MACAPÁ,Vereador,06/10/2024,ALEXANDRE AZEVEDO,Podemos,PODE,2291
MACAPÁ,Vereador,06/10/2024,ALEXANDRE AZEVEDO,Podemos,PODE,2566
MACAPÁ,Vereador,06/10/2024,CAETANO BENTES,Podemos,PODE,2348
MACAPÁ,Vereador,06/10/2024,CAETANO BENTES,Podemos,PODE,2020
MACAPÁ,Vereador,06/10/2024,ELENICE,Podemos,PODE,2150
MACAPÁ,Vereador,06/10/2024,ELENICE,Podemos,PODE,1857
MACAPÁ,Vereador,06/10/2024,FLAVIA VIRA LATAS,Podemos,PODE,332
MACAPÁ,Vereador,06/10/2024,FLAVIA VIRA LATAS,Podemos,PODE,217
MACAPÁ,Vereador,06/10/2024,SEU MARCUS,Podemos,PODE,5
MACAPÁ,Vereador,06/10/2024,SEU MARCUS,Podemos,PODE,76
MACAPÁ,Vereador,06/10/2024,DR SATH,Podemos,PODE,52
MACAPÁ,Vereador,06/10/2024,DR SATH,Podemos,PODE,367
MACAPÁ,Vereador,06/10/2024,CARLOS ANDRE,Podemos,PODE,240
MACAPÁ,Vereador,06/10/2024,CARLOS ANDRE,Podemos,PODE,30
MACAPÁ,Vereador,06/10/2024,ERISON REAL,Podemos,PODE,405
MACAPÁ,Vereador,06/10/2024,ERISON REAL,Podemos,PODE,736
MACAPÁ,Vereador,06/10/2024,PRA  MARIA DE JESUS,Podemos,PODE,170
MACAPÁ,Vereador,06/10/2024,PRA  MARIA DE JESUS,Podemos,PODE,88
MACAPÁ,Vereador,06/10/2024,JOELMA,Podemos,PODE,201
MACAPÁ,Vereador,06/10/2024,JOELMA,Podemos,PODE,435
MACAPÁ,Vereador,06/10/2024,PROFESSOR RODRIGO,Podemos,PODE,840
MACAPÁ,Vereador,06/10/2024,PROFESSOR RODRIGO,Podemos,PODE,754
MACAPÁ,Vereador,06/10/2024,MISSIONARIO ANDERSON,Podemos,PODE,94
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,DONA ANTONIA,Solidariedade,SOLIDARIEDADE,18
AMAPÁ,Prefeito,06/10/2024,OZEAS MACIEL,PROGRESSISTAS,PP,594
AMAPÁ,Prefeito,06/10/2024,DEJACI COLLARES,Movimento Democrático Brasileiro,MDB,2545
AMAPÁ,Prefeito,06/10/2024,KELLY LOBATO,União Brasil,UNIÃO,3187
FERREIRA GOMES,Vereador,06/10/2024,PROFESSOR CHARLES ,Partido dos Trabalhadores,PT,15
FERREIRA GOMES,Vereador,06/10/2024,RÚBIA,Partido dos Trabalhadores,PT,95
FERREIRA GOMES,Vereador,06/10/2024,PROFESSORA MARIA,Partido dos Trabalhadores,PT,5
FERREIRA GOMES,Vereador,06/10/2024,GURÓ,Partido dos Trabalhadores,PT,2
FERREIRA GOMES,Vereador,06/10/2024,PROFESSOR MÁRCIO,Partido dos Trabalhadores,PT,18
FERREIRA GOMES,Vereador,06/10/2024,CAJÚ,Partido dos Trabalhadores,PT,28
FERREIRA GOMES,Vereador,06/10/2024,CIRÃO,Partido dos Trabalhadores,PT,11
FERREIRA GOMES,Vereador,06/10/2024,CHIRSTIAN ROCHA,Partido da Social Democracia Brasileira,PSDB,473
FERREIRA GOMES,Vereador,06/10/2024,DENTINHO,Partido da Social Democracia Brasileira,PSDB,296
FERREIRA GOMES,Vereador,06/10/2024,RENILDO COSTA,Partido da Social Democracia Brasileira,PSDB,15
FERREIRA GOMES,Vereador,06/10/2024,EVA SANTOS,Partido da Social Democracia Brasileira,PSDB,42
FERREIRA GOMES,Vereador,06/10/2024,ADVOGADA JOICI SANTOS,Partido da Social Democracia Brasileira,PSDB,22
FERREIRA GOMES,Vereador,06/10/2024,ELIANA MOREIRA,Partido da Social Democracia Brasileira,PSDB,70
FERREIRA GOMES,Vereador,06/10/2024,RÔMULO FERREIRA,Partido da Social Democracia Brasileira,PSDB,23
FERREIRA GOMES,Vereador,06/10/2024,RUAN OLIVEIRA,Partido da Social Democracia Brasileira,PSDB,128
FERREIRA GOMES,Vereador,06/10/2024,BONECO DO AÇAÍ,Partido da Social Democracia Brasileira,PSDB,59
FERREIRA GOMES,Vereador,06/10/2024,AMIGO BARBY,Partido da Social Democracia Brasileira,PSDB,44
FERREIRA GOMES,Vereador,06/10/2024,MÁRIO FURTADO,REPUBLICANOS,REPUBLICANOS,61
FERREIRA GOMES,Vereador,06/10/2024,LIMA,REPUBLICANOS,REPUBLICANOS,0
FERREIRA GOMES,Vereador,06/10/2024,LORA,REPUBLICANOS,REPUBLICANOS,0
FERREIRA GOMES,Vereador,06/10/2024,CÉSAR DO ROLEZINHO,REPUBLICANOS,REPUBLICANOS,8
FERREIRA GOMES,Vereador,06/10/2024,PROF MAICOL LEAL,REPUBLICANOS,REPUBLICANOS,7
FERREIRA GOMES,Vereador,06/10/2024,ALZIVAN ALVES,REPUBLICANOS,REPUBLICANOS,223
FERREIRA GOMES,Vereador,06/10/2024,CAROL,REPUBLICANOS,REPUBLICANOS,5
FERREIRA GOMES,Vereador,06/10/2024,ALDINE REIS,REPUBLICANOS,REPUBLICANOS,4
FERREIRA GOMES,Vereador,06/10/2024,BOLOTA,PROGRESSISTAS,PP,28
FERREIRA GOMES,Vereador,06/10/2024,LEONARDO AGUIAR,PROGRESSISTAS,PP,7
FERREIRA GOMES,Vereador,06/10/2024,KLEBER SARMENTO,PROGRESSISTAS,PP,8
FERREIRA GOMES,Vereador,06/10/2024,WLADIMIR FURTADO,PROGRESSISTAS,PP,3
FERREIRA GOMES,Vereador,06/10/2024,ADRIANA ROCHA,PROGRESSISTAS,PP,32
FERREIRA GOMES,Vereador,06/10/2024,NILCE GOMES,PROGRESSISTAS,PP,3
OIAPOQUE,Vereador,06/10/2024,ALBACELHA,Partido Liberal,PL,14
OIAPOQUE,Vereador,06/10/2024,JESSÉ CLIMATIZAÇÃO,Partido Liberal,PL,115
OIAPOQUE,Vereador,06/10/2024,POTIGUAR,Partido Renovação Democrática,PRD,32
OIAPOQUE,Vereador,06/10/2024,FABIANO EVENTOS,Partido Renovação Democrática,PRD,93
OIAPOQUE,Vereador,06/10/2024,PROFESSORA ERIKA SILVA,Partido Renovação Democrática,PRD,14
OIAPOQUE,Vereador,06/10/2024,IRMÃ LUIZA,Partido Renovação Democrática,PRD,10
OIAPOQUE,Vereador,06/10/2024,PROFESSOR NESTOR,Partido Renovação Democrática,PRD,59
OIAPOQUE,Vereador,06/10/2024,ROMUALDO LIMA,Partido Renovação Democrática,PRD,6
OIAPOQUE,Vereador,06/10/2024,VALDOINO COTTA,Partido Renovação Democrática,PRD,52
OIAPOQUE,Vereador,06/10/2024,DISMIN RIBEIRO,Partido Renovação Democrática,PRD,12
OIAPOQUE,Vereador,06/10/2024,EDILSON DO INFRAERO,Partido Renovação Democrática,PRD,30
OIAPOQUE,Vereador,06/10/2024,MAGAVE DO TUCUJU,Partido Renovação Democrática,PRD,34
OIAPOQUE,Vereador,06/10/2024,JOYCE DIAS,Partido Renovação Democrática,PRD,12
OIAPOQUE,Vereador,06/10/2024,ROSE PICANÇO,Partido Socialista Brasileiro,PSB,0
OIAPOQUE,Vereador,06/10/2024,DR. GUIMARAES,Partido Socialista Brasileiro,PSB,105
OIAPOQUE,Vereador,06/10/2024,ELENICE MENESES,Partido Socialista Brasileiro,PSB,23
OIAPOQUE,Vereador,06/10/2024,RAFAEL JANSEN,Partido Socialista Brasileiro,PSB,69
OIAPOQUE,Vereador,06/10/2024,NATALY SILVA,Partido Socialista Brasileiro,PSB,0
OIAPOQUE,Vereador,06/10/2024,LUCAS DO NILTON JUNIOR,Partido Socialista Brasileiro,PSB,1
OIAPOQUE,Vereador,06/10/2024,DANIEL LIMA,Partido Socialista Brasileiro,PSB,71
OIAPOQUE,Vereador,06/10/2024,MEL SANTOS,União Brasil,UNIÃO,138
OIAPOQUE,Vereador,06/10/2024,MARCELO MARTINS,União Brasil,UNIÃO,302
OIAPOQUE,Vereador,06/10/2024,FLAVIO CAETANO,União Brasil,UNIÃO,25
OIAPOQUE,Vereador,06/10/2024,RAQUEL DO SINDICATO,União Brasil,UNIÃO,36
OIAPOQUE,Vereador,06/10/2024,CASSIO DO SALÃO,União Brasil,UNIÃO,82
OIAPOQUE,Vereador,06/10/2024,PROFESSORA VANDA SENA,União Brasil,UNIÃO,17
OIAPOQUE,Vereador,06/10/2024,CLEISON GOMES,União Brasil,UNIÃO,76
OIAPOQUE,Vereador,06/10/2024,PROFESSOR ELIEL NERY,União Brasil,UNIÃO,149
OIAPOQUE,Vereador,06/10/2024,LILIA DOS POVOS INDIGINAS,União Brasil,UNIÃO,244
OIAPOQUE,Vereador,06/10/2024,HERALD DO SALÃO,Partido Social Democrático,PSD,3
OIAPOQUE,Vereador,06/10/2024,DR OSCAR,Partido Social Democrático,PSD,224
OIAPOQUE,Vereador,06/10/2024,KATIA REIS,Partido Social Democrático,PSD,3
OIAPOQUE,Vereador,06/10/2024,FLAVIO DO CHURROS,Partido Social Democrático,PSD,17
OIAPOQUE,Vereador,06/10/2024,TARISCA,Partido Social Democrático,PSD,79
OIAPOQUE,Vereador,06/10/2024,CLIMAR FONTINELES,Partido Social Democrático,PSD,81
OIAPOQUE,Vereador,06/10/2024,MONTEIRO MOTO TAXI,Partido Social Democrático,PSD,34
OIAPOQUE,Vereador,06/10/2024,PERES,Partido Social Democrático,PSD,26
OIAPOQUE,Vereador,06/10/2024,CICERA DA AGRICULTURA,Partido Social Democrático,PSD,14
OIAPOQUE,Vereador,06/10/2024,JEFFERSON OLIVEIRA,Partido Social Democrático,PSD,198
TARTARUGALZINHO,Vereador,06/10/2024,JOSÉ TRAÍRA,Partido Liberal,PL,333
TARTARUGALZINHO,Vereador,06/10/2024,D SAN FONSECA,Partido Liberal,PL,103
TARTARUGALZINHO,Vereador,06/10/2024,PROFESSOR RAMIRYS,Partido Liberal,PL,235
TARTARUGALZINHO,Vereador,06/10/2024,LEANNY DA JUVENTUDE,Partido Liberal,PL,40
TARTARUGALZINHO,Vereador,06/10/2024,SÔNIA PINHEIRO,Partido Liberal,PL,9
TARTARUGALZINHO,Vereador,06/10/2024,MARLENE DA SAÚDE,Partido Liberal,PL,128
TARTARUGALZINHO,Vereador,06/10/2024,VALDILENE,Partido Liberal,PL,270
TARTARUGALZINHO,Vereador,06/10/2024,COTE DO APOREMA,Partido Liberal,PL,117
TARTARUGALZINHO,Vereador,06/10/2024,EDEMIR FILHO,Partido Liberal,PL,90
TARTARUGALZINHO,Vereador,06/10/2024,JOÃO BRAZÃO,Partido Renovação Democrática,PRD,27
TARTARUGALZINHO,Vereador,06/10/2024,ANDERSON MENDES,Partido Renovação Democrática,PRD,7
TARTARUGALZINHO,Vereador,06/10/2024,NEIDE OLIVEIRA,Partido Renovação Democrática,PRD,22
TARTARUGALZINHO,Vereador,06/10/2024,CRISTINA SOUZA,Partido Renovação Democrática,PRD,0
TARTARUGALZINHO,Vereador,06/10/2024,PASTOR ROSINALDO SOUZA,Partido Renovação Democrática,PRD,48
TARTARUGALZINHO,Vereador,06/10/2024,DAIANE MACIEL,Partido Renovação Democrática,PRD,6
TARTARUGALZINHO,Vereador,06/10/2024,ILSON DO SOM,Partido Renovação Democrática,PRD,90
TARTARUGALZINHO,Vereador,06/10/2024,JOELI MOREIRA,Partido Renovação Democrática,PRD,23
TARTARUGALZINHO,Vereador,06/10/2024,WILLIAN CORREIA,Partido Renovação Democrática,PRD,23
TARTARUGALZINHO,Vereador,06/10/2024,FABRÍCIO BRAZÃO,Partido Renovação Democrática,PRD,6
TARTARUGALZINHO,Vereador,06/10/2024,GATO,União Brasil,UNIÃO,393
TARTARUGALZINHO,Vereador,06/10/2024,FELIPE REZENDE,União Brasil,UNIÃO,630
TARTARUGALZINHO,Vereador,06/10/2024,PROFESSOR ALESSANDRO SOUSA,União Brasil,UNIÃO,370
TARTARUGALZINHO,Vereador,06/10/2024,PROF. CLARICE BRAZÃO,União Brasil,UNIÃO,53
TARTARUGALZINHO,Vereador,06/10/2024,PAULA DA COLÔNIA,União Brasil,UNIÃO,115
TARTARUGALZINHO,Vereador,06/10/2024,GLAUCIO,União Brasil,UNIÃO,200
TARTARUGALZINHO,Vereador,06/10/2024,EDIVAN MENEZES,União Brasil,UNIÃO,161
TARTARUGALZINHO,Vereador,06/10/2024,MENESES,União Brasil,UNIÃO,95
TARTARUGALZINHO,Vereador,06/10/2024,ROSINALDO PAIVA,União Brasil,UNIÃO,352
TARTARUGALZINHO,Vereador,06/10/2024,LUANA ALMEIDA,União Brasil,UNIÃO,331
TARTARUGALZINHO,Vereador,06/10/2024,RIVA NUNES,Partido Social Democrático,PSD,551
TARTARUGALZINHO,Vereador,06/10/2024,ELOANE DA COSTA,Partido Social Democrático,PSD,2
TARTARUGALZINHO,Vereador,06/10/2024,EVALDO SILVA,Partido Social Democrático,PSD,9
TARTARUGALZINHO,Vereador,06/10/2024,IBRAIM DIAS,Partido Social Democrático,PSD,326
TARTARUGALZINHO,Vereador,06/10/2024,PEDAGOGA DENISE TAVARES,Partido Social Democrático,PSD,88
TARTARUGALZINHO,Vereador,06/10/2024,DIOGO EVENTOS,Partido Social Democrático,PSD,79
TARTARUGALZINHO,Vereador,06/10/2024,AUGUSTO DO CEDRO,Partido Social Democrático,PSD,159
TARTARUGALZINHO,Vereador,06/10/2024,PROFESSOR AGOSTINHO,Partido Social Democrático,PSD,6
TARTARUGALZINHO,Vereador,06/10/2024,SURAMA BARROS,Partido Social Democrático,PSD,11
MACAPÁ,Vereador,06/10/2024,MISSIONARIO ANDERSON,Podemos,PODE,403
MACAPÁ,Vereador,06/10/2024,PROFESSOR  JOEL,Podemos,PODE,1147
MACAPÁ,Vereador,06/10/2024,PROFESSOR  JOEL,Podemos,PODE,411
MACAPÁ,Vereador,06/10/2024,SANDRA LACERDA,Podemos,PODE,1370
MACAPÁ,Vereador,06/10/2024,SANDRA LACERDA,Podemos,PODE,1099
MACAPÁ,Vereador,06/10/2024,CARLOS EVANGELISTA,Podemos,PODE,832
MACAPÁ,Vereador,06/10/2024,CARLOS EVANGELISTA,Podemos,PODE,358
MACAPÁ,Vereador,06/10/2024,JUCELINO FERNANDES,Podemos,PODE,169
MACAPÁ,Vereador,06/10/2024,JUCELINO FERNANDES,Podemos,PODE,213
MACAPÁ,Vereador,06/10/2024,TEN SARAIVA,Podemos,PODE,70
MACAPÁ,Vereador,06/10/2024,TEN SARAIVA,Podemos,PODE,6
MACAPÁ,Vereador,06/10/2024,CARLOS MURILO,Podemos,PODE,1940
MACAPÁ,Vereador,06/10/2024,CARLOS MURILO,Podemos,PODE,1630
MACAPÁ,Vereador,06/10/2024,EDU FELIX,Podemos,PODE,381
MACAPÁ,Vereador,06/10/2024,EDU FELIX,Podemos,PODE,231
MACAPÁ,Vereador,06/10/2024,REINALDO DA FEFAM,Podemos,PODE,167
MACAPÁ,Vereador,06/10/2024,REINALDO DA FEFAM,Podemos,PODE,495
MACAPÁ,Vereador,06/10/2024,MARIA CAROLINA,Podemos,PODE,127
MACAPÁ,Vereador,06/10/2024,MARIA CAROLINA,Podemos,PODE,62
MACAPÁ,Vereador,06/10/2024,CIRLENE FERNANDES,Podemos,PODE,249
MACAPÁ,Vereador,06/10/2024,CIRLENE FERNANDES,Podemos,PODE,431
MACAPÁ,Vereador,06/10/2024,CELEOMAR MULHER  DA VACINA,Podemos,PODE,141
MACAPÁ,Vereador,06/10/2024,CELEOMAR MULHER  DA VACINA,Podemos,PODE,64
MACAPÁ,Vereador,06/10/2024,EDU SIQUEIRA,Partido Liberal,PL,812
MACAPÁ,Vereador,06/10/2024,EDU SIQUEIRA,Partido Liberal,PL,574
MACAPÁ,Vereador,06/10/2024,IZETE COLLARES,Partido Liberal,PL,58
MACAPÁ,Vereador,06/10/2024,IZETE COLLARES,Partido Liberal,PL,101
MACAPÁ,Vereador,06/10/2024,SUB TENENTE FORTUNATO,Partido Liberal,PL,19
MACAPÁ,Vereador,06/10/2024,SUB TENENTE FORTUNATO,Partido Liberal,PL,15
MACAPÁ,Vereador,06/10/2024,ADRIANA GARCIA,Partido Liberal,PL,111
MACAPÁ,Vereador,06/10/2024,ADRIANA GARCIA,Partido Liberal,PL,258
MACAPÁ,Vereador,06/10/2024,ANA CAROLINA,Partido Liberal,PL,47
MACAPÁ,Vereador,06/10/2024,ANA CAROLINA,Partido Liberal,PL,15
MACAPÁ,Vereador,06/10/2024,ROSIVALDO FREITAS,Partido Liberal,PL,71
MACAPÁ,Vereador,06/10/2024,ROSIVALDO FREITAS,Partido Liberal,PL,74
MACAPÁ,Vereador,06/10/2024,KARLYSON REBOLÇA,Partido Liberal,PL,544
MACAPÁ,Vereador,06/10/2024,KARLYSON REBOLÇA,Partido Liberal,PL,771
MACAPÁ,Vereador,06/10/2024,MARILIA COSTA,Partido Liberal,PL,27
MACAPÁ,Vereador,06/10/2024,MARILIA COSTA,Partido Liberal,PL,10
MACAPÁ,Vereador,06/10/2024,JULIO FARIAS,Partido Liberal,PL,294
FERREIRA GOMES,Vereador,06/10/2024,IRMÃO ANDRÉ,PROGRESSISTAS,PP,14
FERREIRA GOMES,Vereador,06/10/2024,DIMI MARQUES,PROGRESSISTAS,PP,11
FERREIRA GOMES,Vereador,06/10/2024,ESTANISLAU,PROGRESSISTAS,PP,51
FERREIRA GOMES,Vereador,06/10/2024,CRIS ALFAIA,PROGRESSISTAS,PP,6
FERREIRA GOMES,Vereador,06/10/2024,COLORAU,Partido Democrático Trabalhista,PDT,216
FERREIRA GOMES,Vereador,06/10/2024,RAMON LEAL,Partido Democrático Trabalhista,PDT,77
FERREIRA GOMES,Vereador,06/10/2024,MÉRCIA LEITE,Partido Democrático Trabalhista,PDT,115
FERREIRA GOMES,Vereador,06/10/2024,PROFESSORA SANDRA SERRA,Partido Democrático Trabalhista,PDT,16
FERREIRA GOMES,Vereador,06/10/2024,NYCK,Partido Democrático Trabalhista,PDT,47
FERREIRA GOMES,Vereador,06/10/2024,JUNÍOR GUIMARÃES,Partido Democrático Trabalhista,PDT,195
FERREIRA GOMES,Vereador,06/10/2024,APRÍGIO DA RÁDIO,Partido Democrático Trabalhista,PDT,174
FERREIRA GOMES,Vereador,06/10/2024,NELY FAIXA PRETA,Partido Democrático Trabalhista,PDT,52
FERREIRA GOMES,Vereador,06/10/2024,CALLINS OLIVEIRA,Podemos,PODE,244
FERREIRA GOMES,Vereador,06/10/2024,PROFESSOR ARLEI,Podemos,PODE,222
FERREIRA GOMES,Vereador,06/10/2024,BUCHO,Podemos,PODE,12
FERREIRA GOMES,Vereador,06/10/2024,ROGERIO LOUREIRO,Podemos,PODE,8
FERREIRA GOMES,Vereador,06/10/2024,KEILA SERRA,Podemos,PODE,33
FERREIRA GOMES,Vereador,06/10/2024,VEREADOR GABRIEL,Podemos,PODE,184
FERREIRA GOMES,Vereador,06/10/2024,DIANA,Podemos,PODE,208
FERREIRA GOMES,Vereador,06/10/2024,PROFESSOR JOAO,Podemos,PODE,149
FERREIRA GOMES,Vereador,06/10/2024,PROFESSORA REJANE ISACKSSON,Podemos,PODE,28
FERREIRA GOMES,Vereador,06/10/2024,JOSUE BRAZÃO,Partido Liberal,PL,98
FERREIRA GOMES,Vereador,06/10/2024,DRIELI DO PAREDÃO,Partido Liberal,PL,10
FERREIRA GOMES,Vereador,06/10/2024,DR LAÉRCIO,Partido Liberal,PL,29
FERREIRA GOMES,Vereador,06/10/2024,LELO,Partido Liberal,PL,178
